voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
7266,117153,2020-2021,4THSFC/2020-21/P/11,548933,payment,Expenditures,2021-03-31,March,127397.0
7267,117153,2020-2021,4THSFC/2020-21/P/12,549050,payment,Expenditures,2021-03-31,March,1079.0
7268,117153,2020-2021,4THSFC/2020-21/P/13,549095,payment,Expenditures,2021-03-31,March,5411.0
7269,121663,2025-2026,XVFC/2025-26/R/1,94573,receipt,Reverse Receipt -PFMS,2025-11-13,November,318322.0
7270,121663,2025-2026,XVFC/2025-26/R/2,94575,receipt,Reverse Receipt -PFMS,2025-11-13,November,311502.0
7271,121663,2025-2026,XVFC/2025-26/R/3,157092,receipt,Reverse Receipt -PFMS,2026-03-15,March,467252.0
7272,121663,2025-2026,XVFC/2025-26/R/4,157093,receipt,Reverse Receipt -PFMS,2026-03-15,March,477483.0
7273,121663,2025-2026,XVFC/2025-26/P/1,18144,payment,Expenditures,2025-04-30,April,19500.0
7274,121663,2025-2026,XVFC/2025-26/P/2,18148,payment,Expenditures,2025-04-30,April,19500.0
7275,121663,2025-2026,XVFC/2025-26/P/3,18154,payment,Expenditures,2025-04-30,April,19500.0
7276,121663,2025-2026,XVFC/2025-26/P/4,18470,payment,Expenditures,2025-05-01,May,234960.0
7277,121663,2025-2026,XVFC/2025-26/P/5,60744,payment,Expenditures,2025-05-31,May,225000.0
7278,121663,2025-2026,XVFC/2025-26/P/6,60815,payment,Expenditures,2025-05-31,May,226674.0
7279,121663,2025-2026,XVFC/2025-26/P/7,69736,payment,Expenditures,2025-06-05,June,6953.0
7280,121663,2025-2026,XVFC/2025-26/P/8,69813,payment,Expenditures,2025-06-05,June,14447.0
7281,121663,2025-2026,5THSFC/2025-26/P/1,85532,payment,Expenditures,2025-06-13,June,270000.0
7282,121663,2025-2026,5THSFC/2025-26/P/2,85536,payment,Expenditures,2025-06-13,June,241620.0
7283,121663,2025-2026,XVFC/2025-26/P/9,85587,payment,Expenditures,2025-06-13,June,45000.0
7284,121663,2025-2026,XVFC/2025-26/P/10,85595,payment,Expenditures,2025-06-14,June,16000.0
7285,121663,2025-2026,5THSFC/2025-26/P/3,120972,payment,Expenditures,2025-07-04,July,24000.0
7286,121663,2025-2026,XVFC/2025-26/P/11,120935,payment,Expenditures,2025-07-04,July,133861.0
7287,121663,2025-2026,XVFC/2025-26/P/12,148657,payment,Expenditures,2025-07-20,July,202883.0
7288,121663,2025-2026,5THSFC/2025-26/P/10,287181,payment,Expenditures,2025-10-08,October,1118.0
7289,121663,2025-2026,5THSFC/2025-26/P/11,287190,payment,Expenditures,2025-10-08,October,1684.0
7290,121663,2025-2026,5THSFC/2025-26/P/12,287196,payment,Expenditures,2025-10-08,October,1523.0
7291,121663,2025-2026,5THSFC/2025-26/P/13,287206,payment,Expenditures,2025-10-08,October,2151.0
7292,121663,2025-2026,5THSFC/2025-26/P/14,287222,payment,Expenditures,2025-10-08,October,4147.0
7293,121663,2025-2026,5THSFC/2025-26/P/15,287236,payment,Expenditures,2025-10-08,October,13909.0
7294,121663,2025-2026,5THSFC/2025-26/P/4,287052,payment,Expenditures,2025-10-08,October,1341.0
7295,121663,2025-2026,5THSFC/2025-26/P/5,287055,payment,Expenditures,2025-10-08,October,2025.0
7296,121663,2025-2026,5THSFC/2025-26/P/6,287061,payment,Expenditures,2025-10-08,October,11205.0
7297,121663,2025-2026,5THSFC/2025-26/P/7,287067,payment,Expenditures,2025-10-08,October,5008.0
7298,121663,2025-2026,5THSFC/2025-26/P/8,287075,payment,Expenditures,2025-10-08,October,1027.0
7299,121663,2025-2026,5THSFC/2025-26/P/9,287172,payment,Expenditures,2025-10-08,October,13907.0
7300,121663,2025-2026,XVFC/2025-26/P/13,331286,payment,Expenditures,2025-10-30,October,27000.0
7301,121663,2025-2026,XVFC/2025-26/P/14,350957,payment,Expenditures,2025-11-11,November,90000.0
7302,121663,2025-2026,XVFC/2025-26/P/15,350970,payment,Expenditures,2025-11-11,November,8000.0
7303,121663,2025-2026,XVFC/2025-26/P/16,350993,payment,Expenditures,2025-11-11,November,84000.0
7304,121663,2025-2026,XVFC/2025-26/P/17,351105,payment,Expenditures,2025-11-11,November,5504.0
7305,121663,2025-2026,XVFC/2025-26/P/18,351157,payment,Expenditures,2025-11-11,November,15000.0
7306,121663,2025-2026,XVFC/2025-26/P/19,351256,payment,Expenditures,2025-11-11,November,28863.0
7307,121663,2025-2026,XVFC/2025-26/P/20,351315,payment,Expenditures,2025-11-11,November,46181.0
7308,121663,2025-2026,XVFC/2025-26/P/21,351439,payment,Expenditures,2025-11-11,November,42271.0
7309,121663,2025-2026,XVFC/2025-26/P/22,351493,payment,Expenditures,2025-11-11,November,11550.0
7310,121663,2025-2026,XVFC/2025-26/P/23,351509,payment,Expenditures,2025-11-11,November,23099.0
7311,121663,2025-2026,XVFC/2025-26/P/24,351528,payment,Expenditures,2025-11-11,November,23098.0
7312,121663,2025-2026,XVFC/2025-26/P/25,351549,payment,Expenditures,2025-11-11,November,11550.0
7313,121663,2025-2026,XVFC/2025-26/P/26,351553,payment,Expenditures,2025-11-11,November,11550.0
7314,121663,2025-2026,5THSFC/2025-26/P/16,474845,payment,Expenditures,2026-01-12,January,30000.0
7315,121663,2025-2026,XVFC/2025-26/P/27,474878,payment,Expenditures,2026-01-12,January,29250.0
7316,121663,2025-2026,XVFC/2025-26/P/28,474888,payment,Expenditures,2026-01-12,January,29250.0
7317,121663,2025-2026,XVFC/2025-26/P/29,474904,payment,Expenditures,2026-01-12,January,8000.0
7318,121663,2025-2026,XVFC/2025-26/P/30,474937,payment,Expenditures,2026-01-12,January,10000.0
7319,121663,2025-2026,XVFC/2025-26/P/31,478261,payment,Expenditures,2026-01-13,January,305610.0
7320,121663,2025-2026,XVFC/2025-26/P/32,517468,payment,Expenditures,2026-02-03,February,94500.0
7321,121663,2025-2026,XVFC/2025-26/P/33,572958,payment,Expenditures,2026-02-23,February,143152.0
7322,121663,2025-2026,XVFC/2025-26/P/34,580367,payment,Expenditures,2026-02-25,February,8000.0
7323,121663,2025-2026,5THSFC/2025-26/P/17,603225,payment,Expenditures,2026-03-08,March,7224.0
7324,121663,2025-2026,5THSFC/2025-26/P/18,603228,payment,Expenditures,2026-03-08,March,12703.0
7325,121663,2025-2026,5THSFC/2025-26/P/19,603235,payment,Expenditures,2026-03-08,March,1058.0
7326,121663,2025-2026,5THSFC/2025-26/P/20,603236,payment,Expenditures,2026-03-08,March,2621.0
7327,121663,2025-2026,5THSFC/2025-26/P/21,603240,payment,Expenditures,2026-03-08,March,2270.0
7328,121663,2025-2026,5THSFC/2025-26/P/22,603243,payment,Expenditures,2026-03-08,March,803.0
7329,121663,2025-2026,5THSFC/2025-26/P/23,603249,payment,Expenditures,2026-03-08,March,12947.0
7330,121663,2025-2026,5THSFC/2025-26/P/24,603253,payment,Expenditures,2026-03-08,March,2688.0
7331,121663,2025-2026,5THSFC/2025-26/P/25,603257,payment,Expenditures,2026-03-08,March,12952.0
7332,121663,2025-2026,5THSFC/2025-26/P/26,603271,payment,Expenditures,2026-03-08,March,282.0
7333,121663,2025-2026,5THSFC/2025-26/P/27,603276,payment,Expenditures,2026-03-08,March,796.0
7334,121663,2025-2026,5THSFC/2025-26/P/28,603280,payment,Expenditures,2026-03-08,March,1253.0
7335,121663,2025-2026,XVFC/2025-26/P/35,632979,payment,Expenditures,2026-03-15,March,48000.0
7336,121663,2025-2026,XVFC/2025-26/P/36,633006,payment,Expenditures,2026-03-15,March,9450.0
7337,121663,2025-2026,5THSFC/2025-26/P/29,690748,payment,Expenditures,2026-03-28,March,237.0
7338,121663,2025-2026,5THSFC/2025-26/P/30,690759,payment,Expenditures,2026-03-28,March,295.0
7339,121663,2025-2026,5THSFC/2025-26/P/31,690766,payment,Expenditures,2026-03-28,March,230.0
7340,121663,2024-2025,5THSFC/2024-25/R/1,14153,receipt,Direct Receipts,2024-07-01,July,115421.0
7341,121663,2024-2025,XVFC/2024-25/R/1,57941,receipt,Reverse Receipt -PFMS,2024-08-31,August,326106.0
7342,121663,2024-2025,XVFC/2024-25/R/2,57987,receipt,Reverse Receipt -PFMS,2024-09-30,September,489158.0
7343,121663,2024-2025,XVFC/2024-25/R/3,151022,receipt,Reverse Receipt -PFMS,2024-12-31,December,326650.0
7344,121663,2024-2025,XVFC/2024-25/R/4,151024,receipt,Reverse Receipt -PFMS,2024-12-31,December,489976.0
7345,121663,2024-2025,XVFC/2024-25/P/1,1195,payment,Expenditures,2024-04-06,April,40000.0
7346,121663,2024-2025,5THSFC/2024-25/P/1,2141,payment,Expenditures,2024-04-09,April,100000.0
7347,121663,2024-2025,XVFC/2024-25/P/2,76357,payment,Expenditures,2024-07-01,July,12000.0
7348,121663,2024-2025,XVFC/2024-25/P/3,76359,payment,Expenditures,2024-07-01,July,12000.0
7349,121663,2024-2025,XVFC/2024-25/P/4,76360,payment,Expenditures,2024-07-01,July,12000.0
7350,121663,2024-2025,XVFC/2024-25/P/5,165068,payment,Expenditures,2024-08-28,August,100000.0
7351,121663,2024-2025,5THSFC/2024-25/P/2,219162,payment,Expenditures,2024-09-30,September,12000.0
7352,121663,2024-2025,XVFC/2024-25/P/6,229382,payment,Expenditures,2024-10-05,October,23250.0
7353,121663,2024-2025,XVFC/2024-25/P/7,229385,payment,Expenditures,2024-10-05,October,23250.0
7354,121663,2024-2025,XVFC/2024-25/P/8,229391,payment,Expenditures,2024-10-05,October,23250.0
7355,121663,2024-2025,5THSFC/2024-25/P/3,378355,payment,Expenditures,2024-12-26,December,7505.0
7356,121663,2024-2025,5THSFC/2024-25/P/4,378393,payment,Expenditures,2024-12-26,December,2942.0
7357,121663,2024-2025,5THSFC/2024-25/P/5,378422,payment,Expenditures,2024-12-26,December,7573.0
7358,121663,2024-2025,5THSFC/2024-25/P/6,378436,payment,Expenditures,2024-12-26,December,5892.0
7359,121663,2024-2025,5THSFC/2024-25/P/7,378448,payment,Expenditures,2024-12-26,December,3073.0
7360,121663,2024-2025,5THSFC/2024-25/P/8,378474,payment,Expenditures,2024-12-26,December,1693.0
7361,121663,2024-2025,XVFC/2024-25/P/9,548904,payment,Expenditures,2025-03-21,March,231156.0
7362,121663,2024-2025,5THSFC/2024-25/P/10,566426,payment,Expenditures,2025-03-25,March,7276.0
7363,121663,2024-2025,5THSFC/2024-25/P/11,566436,payment,Expenditures,2025-03-25,March,501.0
7364,121663,2024-2025,5THSFC/2024-25/P/12,566444,payment,Expenditures,2025-03-25,March,890.0
7365,121663,2024-2025,5THSFC/2024-25/P/13,566469,payment,Expenditures,2025-03-25,March,380.0
7366,121663,2024-2025,5THSFC/2024-25/P/14,566479,payment,Expenditures,2025-03-25,March,7276.0
7367,121663,2024-2025,5THSFC/2024-25/P/15,566503,payment,Expenditures,2025-03-25,March,961.0
7368,121663,2024-2025,5THSFC/2024-25/P/16,566506,payment,Expenditures,2025-03-25,March,2999.0
7369,121663,2024-2025,5THSFC/2024-25/P/17,566515,payment,Expenditures,2025-03-25,March,797.0
7370,121663,2024-2025,5THSFC/2024-25/P/18,566525,payment,Expenditures,2025-03-25,March,2698.0
7371,121663,2024-2025,5THSFC/2024-25/P/19,566536,payment,Expenditures,2025-03-25,March,7301.0
7372,121663,2024-2025,5THSFC/2024-25/P/9,566410,payment,Expenditures,2025-03-25,March,4168.0
7373,121663,2023-2024,5THSFC/2023-24/R/1,47546,receipt,Direct Receipts,2023-09-30,September,402022.0
7374,121663,2023-2024,5THSFC/2023-24/R/2,47547,receipt,Direct Receipts,2023-09-30,September,402022.0
7375,121663,2023-2024,XVFC/2023-24/R/1,66358,receipt,Reverse Receipt -PFMS,2023-10-01,October,370750.0
7376,121663,2023-2024,XVFC/2023-24/R/2,66361,receipt,Reverse Receipt -PFMS,2023-10-01,October,247166.0
7377,121663,2023-2024,XVFC/2023-24/R/3,156743,receipt,Reverse Receipt -PFMS,2023-12-31,December,308008.0
7378,121663,2023-2024,XVFC/2023-24/R/4,156756,receipt,Reverse Receipt -PFMS,2024-01-31,January,462016.0
7379,121663,2023-2024,XVFC/2023-24/R/5,156786,receipt,Reverse Receipt -PFMS,2024-02-29,February,91310.0
7380,121663,2023-2024,FFC/2023-24/R/1,156818,receipt,Direct Receipts,2024-03-31,March,100000.0
7381,121663,2023-2024,FFC/2023-24/R/2,161364,receipt,Refund of Excess Payment,2024-03-31,March,100000.0
7382,121663,2023-2024,XVFC/2023-24/R/6,156809,receipt,Reverse Receipt -PFMS,2024-03-31,March,60873.0
7383,121663,2023-2024,XVFC/2023-24/P/1,15963,payment,Expenditures,2023-05-12,May,10000.0
7384,121663,2023-2024,5THSFC/2023-24/P/1,16540,payment,Expenditures,2023-05-15,May,270774.0
7385,121663,2023-2024,5THSFC/2023-24/P/2,16543,payment,Expenditures,2023-05-15,May,144312.0
7386,121663,2023-2024,XVFC/2023-24/P/2,16542,payment,Expenditures,2023-05-15,May,255050.0
7387,121663,2023-2024,5THSFC/2023-24/P/3,45056,payment,Expenditures,2023-06-07,June,48000.0
7388,121663,2023-2024,5THSFC/2023-24/P/4,45060,payment,Expenditures,2023-06-07,June,12000.0
7389,121663,2023-2024,XVFC/2023-24/P/3,45754,payment,Expenditures,2023-06-08,June,72000.0
7390,121663,2023-2024,XVFC/2023-24/P/4,45775,payment,Expenditures,2023-06-08,June,12000.0
7391,121663,2023-2024,FFC/2023-24/P/1,92285,payment,Expenditures,2023-07-12,July,94574.0
7392,121663,2023-2024,FFC/2023-24/P/2,93839,payment,Expenditures,2023-07-13,July,7696.0
7393,121663,2023-2024,5THSFC/2023-24/P/5,180533,payment,Expenditures,2023-09-30,September,100000.0
7394,121663,2023-2024,XVFC/2023-24/P/5,207769,payment,Expenditures,2023-10-19,October,42000.0
7395,121663,2023-2024,XVFC/2023-24/P/6,221445,payment,Expenditures,2023-10-30,October,6000.0
7396,121663,2023-2024,XVFC/2023-24/P/7,221446,payment,Expenditures,2023-10-30,October,6000.0
7397,121663,2023-2024,XVFC/2023-24/P/8,222213,payment,Expenditures,2023-10-30,October,60000.0
7398,121663,2023-2024,FFC/2023-24/P/3,426488,payment,Expenditures,2024-03-31,March,100000.0
7399,121663,2022-2023,XVFC/2022-23/R/1,31604,receipt,Reverse Receipt -PFMS,2022-06-24,June,304690.0
7400,121663,2022-2023,XVFC/2022-23/R/2,47795,receipt,Reverse Receipt -PFMS,2022-07-08,July,457035.0
7401,121663,2022-2023,XVFC/2022-23/R/3,167209,receipt,Reverse Receipt -PFMS,2022-12-15,December,304690.0
7402,121663,2022-2023,XVFC/2022-23/R/4,167227,receipt,Reverse Receipt -PFMS,2022-12-15,December,457035.0
7403,121663,2022-2023,5THSFC/2022-23/R/1,191074,receipt,Direct Receipts,2023-03-16,March,402022.0
7404,121663,2022-2023,5THSFC/2022-23/R/2,191738,receipt,Refund of Excess Payment,2023-03-17,March,12000.0
7405,121663,2022-2023,5THSFC/2022-23/R/3,191740,receipt,Refund of Excess Payment,2023-03-17,March,48000.0
7406,121663,2022-2023,5THSFC/2022-23/R/4,191747,receipt,Refund of Excess Payment,2023-03-17,March,20000.0
7407,121663,2022-2023,5THSFC/2022-23/R/5,191911,receipt,Refund of Excess Payment,2023-03-17,March,10000.0
7408,121663,2022-2023,5THSFC/2022-23/P/1,40659,payment,Expenditures,2022-05-12,May,10000.0
7409,121663,2022-2023,5THSFC/2022-23/P/2,40667,payment,Expenditures,2022-05-12,May,10000.0
7410,121663,2022-2023,5THSFC/2022-23/P/3,40674,payment,Expenditures,2022-05-12,May,10000.0
7411,121663,2022-2023,XVFC/2022-23/P/1,50534,payment,Expenditures,2022-05-19,May,6000.0
7412,121663,2022-2023,XVFC/2022-23/P/2,50537,payment,Expenditures,2022-05-19,May,6000.0
7413,121663,2022-2023,XVFC/2022-23/P/10,118581,payment,Expenditures,2022-06-30,June,35025.0
7414,121663,2022-2023,XVFC/2022-23/P/3,118461,payment,Expenditures,2022-06-30,June,102324.0
7415,121663,2022-2023,XVFC/2022-23/P/4,118473,payment,Expenditures,2022-06-30,June,105172.0
7416,121663,2022-2023,XVFC/2022-23/P/5,118492,payment,Expenditures,2022-06-30,June,109708.0
7417,121663,2022-2023,XVFC/2022-23/P/6,118514,payment,Expenditures,2022-06-30,June,104714.0
7418,121663,2022-2023,XVFC/2022-23/P/7,118544,payment,Expenditures,2022-06-30,June,197514.0
7419,121663,2022-2023,XVFC/2022-23/P/8,118550,payment,Expenditures,2022-06-30,June,20000.0
7420,121663,2022-2023,XVFC/2022-23/P/9,118575,payment,Expenditures,2022-06-30,June,60000.0
7421,121663,2022-2023,5THSFC/2022-23/P/4,162199,payment,Expenditures,2022-07-28,July,50000.0
7422,121663,2022-2023,XVFC/2022-23/P/11,431227,payment,Expenditures,2023-02-03,February,96000.0
7423,121663,2022-2023,XVFC/2022-23/P/12,431234,payment,Expenditures,2023-02-03,February,45000.0
7424,121663,2022-2023,5THSFC/2022-23/P/5,492848,payment,Expenditures,2023-03-16,March,48000.0
7425,121663,2022-2023,5THSFC/2022-23/P/6,492850,payment,Expenditures,2023-03-16,March,12000.0
7426,121663,2022-2023,5THSFC/2022-23/P/7,492855,payment,Expenditures,2023-03-16,March,20000.0
7427,121663,2022-2023,5THSFC/2022-23/P/8,492857,payment,Expenditures,2023-03-16,March,10000.0
7428,121663,2022-2023,XVFC/2022-23/P/13,492861,payment,Expenditures,2023-03-16,March,25000.0
7429,121663,2022-2023,XVFC/2022-23/P/14,492865,payment,Expenditures,2023-03-16,March,10000.0
7430,121663,2021-2022,5THSFC/2021-22/R/1,3497,receipt,Direct Receipts,2021-04-19,April,401922.0
7431,121663,2021-2022,5THSFC/2021-22/R/2,3499,receipt,Direct Receipts,2021-04-19,April,401922.0
7432,121663,2021-2022,XVFC/2021-22/R/1,3492,receipt,Direct Receipts,2021-04-19,April,531175.0
7433,121663,2021-2022,XVFC/2021-22/R/2,3494,receipt,Direct Receipts,2021-04-19,April,531175.0
7434,121663,2021-2022,FFC/2021-22/R/1,7534,receipt,Direct Receipts,2021-05-05,May,16649.0
7435,121663,2021-2022,FFC/2021-22/R/2,7537,receipt,Direct Receipts,2021-05-05,May,15693.0
7436,121663,2021-2022,FFC/2021-22/R/3,7542,receipt,Direct Receipts,2021-05-05,May,14199.0
7437,121663,2021-2022,FFC/2021-22/R/4,7546,receipt,Direct Receipts,2021-05-05,May,26692.0
7438,121663,2021-2022,FFC/2021-22/R/5,7548,receipt,Direct Receipts,2021-05-05,May,50000.0
7439,121663,2021-2022,FFC/2021-22/R/6,7551,receipt,Direct Receipts,2021-05-05,May,75000.0
7440,121663,2021-2022,FFC/2021-22/R/7,7563,receipt,Direct Receipts,2021-05-05,May,14321.0
7441,121663,2021-2022,FFC/2021-22/R/8,7566,receipt,Direct Receipts,2021-05-05,May,12320.0
7442,121663,2021-2022,FFC/2021-22/R/9,23737,receipt,Refund of Excess Payment,2021-06-06,June,61000.0
7443,121663,2021-2022,XVFC/2021-22/R/3,35849,receipt,Reverse Receipt -PFMS,2021-06-17,June,294099.0
7444,121663,2021-2022,XVFC/2021-22/R/4,91453,receipt,Reverse Receipt -PFMS,2021-09-08,September,441149.0
7445,121663,2021-2022,XVFC/2021-22/R/5,156957,receipt,Reverse Receipt -PFMS,2022-01-03,January,294099.0
7446,121663,2021-2022,XVFC/2021-22/R/6,264110,receipt,Reverse Receipt -PFMS,2022-03-24,March,441430.0
7447,121663,2021-2022,FFC/2021-22/P/1,200,payment,Expenditures,2021-04-05,April,488187.0
7448,121663,2021-2022,5THSFC/2021-22/P/1,18235,payment,Expenditures,2021-05-04,May,72583.0
7449,121663,2021-2022,5THSFC/2021-22/P/2,18241,payment,Expenditures,2021-05-04,May,28600.0
7450,121663,2021-2022,FFC/2021-22/P/2,24775,payment,Expenditures,2021-05-08,May,22912.0
7451,121663,2021-2022,FFC/2021-22/P/3,24777,payment,Expenditures,2021-05-08,May,18500.0
7452,121663,2021-2022,FFC/2021-22/P/4,24778,payment,Expenditures,2021-05-08,May,61000.0
7453,121663,2021-2022,5THSFC/2021-22/P/3,61074,payment,Expenditures,2021-06-05,June,119780.0
7454,121663,2021-2022,5THSFC/2021-22/P/4,61079,payment,Expenditures,2021-06-05,June,143818.0
7455,121663,2021-2022,FFC/2021-22/P/5,61055,payment,Expenditures,2021-06-05,June,61000.0
7456,121663,2021-2022,XVFC/2021-22/P/1,61068,payment,Expenditures,2021-06-05,June,143418.0
7457,121663,2021-2022,XVFC/2021-22/P/2,78021,payment,Expenditures,2021-06-16,June,143889.0
7458,121663,2021-2022,XVFC/2021-22/P/3,148884,payment,Expenditures,2021-08-02,August,6000.0
7459,121663,2021-2022,XVFC/2021-22/P/4,148888,payment,Expenditures,2021-08-02,August,6000.0
7460,121663,2021-2022,5THSFC/2021-22/P/5,198110,payment,Expenditures,2021-09-02,September,24000.0
7461,121663,2021-2022,5THSFC/2021-22/P/6,198125,payment,Expenditures,2021-09-02,September,24000.0
7462,121663,2021-2022,5THSFC/2021-22/P/7,198135,payment,Expenditures,2021-09-02,September,24000.0
7463,121663,2021-2022,5THSFC/2021-22/P/10,313231,payment,Expenditures,2021-11-18,November,14000.0
7464,121663,2021-2022,5THSFC/2021-22/P/8,313218,payment,Expenditures,2021-11-18,November,14000.0
7465,121663,2021-2022,5THSFC/2021-22/P/9,313221,payment,Expenditures,2021-11-18,November,14000.0
7466,121663,2021-2022,XVFC/2021-22/P/5,384162,payment,Expenditures,2022-01-01,January,28312.0
7467,121663,2021-2022,XVFC/2021-22/P/6,392336,payment,Expenditures,2022-01-06,January,96144.0
7468,121663,2021-2022,XVFC/2021-22/P/7,394902,payment,Expenditures,2022-01-07,January,191976.0
7469,121663,2021-2022,FFC/2021-22/P/6,407102,payment,Expenditures,2022-01-13,January,21000.0
7470,121663,2020-2021,FFC/2020-21/R/1,9135,receipt,Refund of Excess Payment,2020-06-07,June,17400.0
7471,121663,2020-2021,FFC/2020-21/R/2,135549,receipt,Direct Receipts,2021-01-12,January,26692.0
7472,121663,2020-2021,FFC/2020-21/R/3,135551,receipt,Direct Receipts,2021-01-12,January,50000.0
7473,121663,2020-2021,FFC/2020-21/R/4,135554,receipt,Direct Receipts,2021-01-12,January,75000.0
7474,121663,2020-2021,FFC/2020-21/R/5,135557,receipt,Direct Receipts,2021-01-12,January,14199.0
7475,121663,2020-2021,FFC/2020-21/R/6,135558,receipt,Direct Receipts,2021-01-12,January,15693.0
7476,121663,2020-2021,XVFC/2020-21/R/1,135541,receipt,Direct Receipts,2021-01-12,January,531175.0
7477,121663,2020-2021,XVFC/2020-21/R/2,135547,receipt,Direct Receipts,2021-01-12,January,531175.0
7478,121663,2020-2021,FFC/2020-21/P/1,4440,payment,Expenditures,2020-04-16,April,6000.0
