expenditure_id,voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_date,voucher_cost
10456,10666.0,119862,2022-2023,5THSFC/2022-23/P/18,2023-01-20,6000.0
10456,10693.0,119862,2022-2023,5THSFC/2022-23/P/28,2023-03-30,2000.0
10456,10694.0,119862,2022-2023,5THSFC/2022-23/P/29,2023-03-30,4000.0
10456,10411.0,119862,2025-2026,5THSFC/2025-26/P/6,2025-09-16,3250.0
10456,10411.0,119862,2025-2026,5THSFC/2025-26/P/6,2025-09-16,6500.0
10456,10411.0,119862,2025-2026,5THSFC/2025-26/P/6,2025-09-16,13000.0
10459,10658.0,119862,2022-2023,5THSFC/2022-23/P/15,2022-11-16,100000.0
10461,10643.0,119862,2022-2023,XVFC/2022-23/P/2,2022-08-23,9500.0
10461,10603.0,119862,2023-2024,XVFC/2023-24/P/7,2023-08-14,15000.0
10461,,119862,2026-2027,XVFC/2026-27/P/23,2026-05-18,4332.0
10461,,119862,2026-2027,XVFC/2026-27/P/24,2026-05-18,1048.0
10462,10646.0,119862,2022-2023,5THSFC/2022-23/P/8,2022-09-08,95108.0
10463,10648.0,119862,2022-2023,XVFC/2022-23/P/3,2022-09-08,998.0
10463,10648.0,119862,2022-2023,XVFC/2022-23/P/3,2022-09-08,99002.0
10464,10656.0,119862,2022-2023,XVFC/2022-23/P/5,2022-09-30,215.0
10464,10656.0,119862,2022-2023,XVFC/2022-23/P/5,2022-09-30,1000.0
10464,10656.0,119862,2022-2023,XVFC/2022-23/P/5,2022-09-30,3059.0
10464,10656.0,119862,2022-2023,XVFC/2022-23/P/5,2022-09-30,95726.0
10465,10671.0,119862,2022-2023,XVFC/2022-23/P/11,2023-01-31,100.0
10465,10671.0,119862,2022-2023,XVFC/2022-23/P/11,2023-01-31,463.0
10465,10671.0,119862,2022-2023,XVFC/2022-23/P/11,2023-01-31,896.0
10465,10671.0,119862,2022-2023,XVFC/2022-23/P/11,2023-01-31,48541.0
10466,10668.0,119862,2022-2023,XVFC/2022-23/P/10,2023-01-24,190.0
10466,10668.0,119862,2022-2023,XVFC/2022-23/P/10,2023-01-24,900.0
10466,10668.0,119862,2022-2023,XVFC/2022-23/P/10,2023-01-24,1625.0
10466,10668.0,119862,2022-2023,XVFC/2022-23/P/10,2023-01-24,97285.0
10467,10669.0,119862,2022-2023,5THSFC/2022-23/P/19,2023-01-31,108418.0
10467,10670.0,119862,2022-2023,5THSFC/2022-23/P/20,2023-01-31,22419.0
10467,10605.0,119862,2023-2024,5THSFC/2023-24/P/3,2023-12-16,8064.0
10467,10606.0,119862,2023-2024,5THSFC/2023-24/P/4,2023-12-16,12856.0
10467,10612.0,119862,2023-2024,5THSFC/2023-24/P/7,2024-03-22,226683.0
10468,10686.0,119862,2022-2023,5THSFC/2022-23/P/22,2023-03-10,1000.0
10468,10686.0,119862,2022-2023,5THSFC/2022-23/P/22,2023-03-10,7946.0
10468,10686.0,119862,2022-2023,5THSFC/2022-23/P/22,2023-03-10,91054.0
10469,10674.0,119862,2022-2023,XVFC/2022-23/P/12,2023-02-20,17251.0
10470,10672.0,119862,2022-2023,5THSFC/2022-23/P/21,2023-02-20,97751.0
10471,10684.0,119862,2022-2023,XVFC/2022-23/P/13,2023-02-21,185.0
10471,10684.0,119862,2022-2023,XVFC/2022-23/P/13,2023-02-21,892.0
10471,10684.0,119862,2022-2023,XVFC/2022-23/P/13,2023-02-21,1476.0
10471,10684.0,119862,2022-2023,XVFC/2022-23/P/13,2023-02-21,97447.0
10473,10416.0,119862,2025-2026,XVFC/2025-26/P/32,2025-10-15,6259.0
10473,10417.0,119862,2025-2026,XVFC/2025-26/P/33,2025-10-15,684.0
10473,10418.0,119862,2025-2026,XVFC/2025-26/P/34,2025-10-15,11386.0
10473,10419.0,119862,2025-2026,XVFC/2025-26/P/35,2025-10-15,39578.0
10473,10420.0,119862,2025-2026,XVFC/2025-26/P/36,2025-10-15,6333.0
10473,10421.0,119862,2025-2026,XVFC/2025-26/P/37,2025-10-15,14206.0
10473,10422.0,119862,2025-2026,XVFC/2025-26/P/38,2025-10-15,7933.0
10473,10423.0,119862,2025-2026,XVFC/2025-26/P/39,2025-10-15,6278.0
10473,10424.0,119862,2025-2026,XVFC/2025-26/P/40,2025-10-15,442.0
10473,10425.0,119862,2025-2026,XVFC/2025-26/P/41,2025-10-15,18105.0
10473,10426.0,119862,2025-2026,XVFC/2025-26/P/42,2025-10-15,9394.0
10473,10427.0,119862,2025-2026,XVFC/2025-26/P/43,2025-10-15,5966.0
10473,10428.0,119862,2025-2026,XVFC/2025-26/P/44,2025-10-15,320.0
10473,10429.0,119862,2025-2026,XVFC/2025-26/P/45,2025-10-15,375.0
10473,10430.0,119862,2025-2026,XVFC/2025-26/P/46,2025-10-15,2883.0
10473,10431.0,119862,2025-2026,XVFC/2025-26/P/47,2025-10-15,2999.0
10475,10596.0,119862,2023-2024,XVFC/2023-24/P/6,2023-05-29,75.0
10475,10596.0,119862,2023-2024,XVFC/2023-24/P/6,2023-05-29,443.0
10475,10596.0,119862,2023-2024,XVFC/2023-24/P/6,2023-05-29,664.0
10475,10596.0,119862,2023-2024,XVFC/2023-24/P/6,2023-05-29,48818.0
10476,10549.0,119862,2024-2025,XVFC/2024-25/P/10,2024-10-04,6000.0
10482,10569.0,119862,2024-2025,5THSFC/2024-25/P/13,2025-02-17,100000.0
10483,10415.0,119862,2025-2026,5THSFC/2025-26/P/8,2025-09-25,60000.0
10484,10573.0,119862,2024-2025,XVFC/2024-25/P/22,2025-02-24,909.0
10484,10573.0,119862,2024-2025,XVFC/2024-25/P/22,2025-02-24,1518.0
10484,10573.0,119862,2024-2025,XVFC/2024-25/P/22,2025-02-24,97433.0
10485,10380.0,119862,2025-2026,XVFC/2025-26/P/2,2025-05-15,926.0
10485,10380.0,119862,2025-2026,XVFC/2025-26/P/2,2025-05-15,1558.0
10485,10380.0,119862,2025-2026,XVFC/2025-26/P/2,2025-05-15,97371.0
10486,10550.0,119862,2024-2025,XVFC/2024-25/P/8,2024-10-04,59325.0
10488,10552.0,119862,2024-2025,XVFC/2024-25/P/11,2024-10-05,20000.0
10489,10576.0,119862,2024-2025,5THSFC/2024-25/P/16,2025-03-14,479.0
10489,10576.0,119862,2024-2025,5THSFC/2024-25/P/16,2025-03-14,2534.0
10489,10576.0,119862,2024-2025,5THSFC/2024-25/P/16,2025-03-14,46772.0
10571,10544.0,119862,2024-2025,5THSFC/2024-25/P/3,2024-07-30,1000.0
10571,10544.0,119862,2024-2025,5THSFC/2024-25/P/3,2024-07-30,7748.0
10571,10544.0,119862,2024-2025,5THSFC/2024-25/P/3,2024-07-30,90847.0
10577,10539.0,119862,2024-2025,5THSFC/2024-25/P/2,2024-06-14,422.0
10577,10539.0,119862,2024-2025,5THSFC/2024-25/P/2,2024-06-14,49578.0
10578,10538.0,119862,2024-2025,5THSFC/2024-25/P/1,2024-06-14,446.0
10578,10538.0,119862,2024-2025,5THSFC/2024-25/P/1,2024-06-14,2189.0
10578,10538.0,119862,2024-2025,5THSFC/2024-25/P/1,2024-06-14,47300.0
10579,10541.0,119862,2024-2025,XVFC/2024-25/P/2,2024-06-14,1000.0
10579,10541.0,119862,2024-2025,XVFC/2024-25/P/2,2024-06-14,5559.0
10579,10541.0,119862,2024-2025,XVFC/2024-25/P/2,2024-06-14,93121.0
10580,10540.0,119862,2024-2025,XVFC/2024-25/P/1,2024-06-14,928.0
10580,10540.0,119862,2024-2025,XVFC/2024-25/P/1,2024-06-14,1590.0
10580,10540.0,119862,2024-2025,XVFC/2024-25/P/1,2024-06-14,97402.0
10581,10542.0,119862,2024-2025,XVFC/2024-25/P/3,2024-06-14,400000.0
10587,10545.0,119862,2024-2025,XVFC/2024-25/P/5,2024-09-20,874.0
10587,10545.0,119862,2024-2025,XVFC/2024-25/P/5,2024-09-20,2818.0
10587,10545.0,119862,2024-2025,XVFC/2024-25/P/5,2024-09-20,91731.0
10590,10548.0,119862,2024-2025,5THSFC/2024-25/P/4,2024-10-04,6000.0
10609,10575.0,119862,2024-2025,5THSFC/2024-25/P/15,2025-03-14,904.0
10609,10575.0,119862,2024-2025,5THSFC/2024-25/P/15,2025-03-14,1361.0
10609,10575.0,119862,2024-2025,5THSFC/2024-25/P/15,2025-03-14,97695.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,75.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,150.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,168.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,1000.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,3492.0
10613,10476.0,119862,2025-2026,5THSFC/2025-26/P/12,2026-01-14,85115.0
10613,10479.0,119862,2025-2026,5THSFC/2025-26/P/13,2026-01-26,10000.0
10614,10555.0,119862,2024-2025,XVFC/2024-25/P/14,2024-11-11,30000.0
10662,10604.0,119862,2023-2024,XVFC/2023-24/P/8,2023-10-19,12000.0
10662,10608.0,119862,2023-2024,XVFC/2023-24/P/9,2024-01-29,6000.0
10662,10614.0,119862,2023-2024,XVFC/2023-24/P/13,2024-03-27,4000.0
10663,10557.0,119862,2024-2025,5THSFC/2024-25/P/6,2024-12-13,913.0
10663,10557.0,119862,2024-2025,5THSFC/2024-25/P/6,2024-12-13,1520.0
10663,10557.0,119862,2024-2025,5THSFC/2024-25/P/6,2024-12-13,97497.0
10664,10558.0,119862,2024-2025,5THSFC/2024-25/P/7,2024-12-13,902.0
10664,10558.0,119862,2024-2025,5THSFC/2024-25/P/7,2024-12-13,1028.0
10664,10558.0,119862,2024-2025,5THSFC/2024-25/P/7,2024-12-13,97965.0
10665,10609.0,119862,2023-2024,XVFC/2023-24/P/10,2024-02-23,1051.0
10665,10609.0,119862,2023-2024,XVFC/2023-24/P/10,2024-02-23,88949.0
10665,10611.0,119862,2023-2024,XVFC/2023-24/P/12,2024-02-28,10058.0
10666,10561.0,119862,2024-2025,XVFC/2024-25/P/17,2024-12-21,1000.0
10666,10561.0,119862,2024-2025,XVFC/2024-25/P/17,2024-12-21,3112.0
10666,10561.0,119862,2024-2025,XVFC/2024-25/P/17,2024-12-21,95718.0
10667,10619.0,119862,2023-2024,XVFC/2023-24/P/14,2024-03-28,970.0
10667,10619.0,119862,2023-2024,XVFC/2023-24/P/14,2024-03-28,20052.0
10667,10619.0,119862,2023-2024,XVFC/2023-24/P/14,2024-03-28,76988.0
10667,10543.0,119862,2024-2025,XVFC/2024-25/P/4,2024-06-22,1005.0
10667,10543.0,119862,2024-2025,XVFC/2024-25/P/4,2024-06-22,20772.0
10667,10543.0,119862,2024-2025,XVFC/2024-25/P/4,2024-06-22,78223.0
10668,10618.0,119862,2023-2024,5THSFC/2023-24/P/9,2024-03-28,459.0
10668,10618.0,119862,2023-2024,5THSFC/2023-24/P/9,2024-03-28,1094.0
10668,10618.0,119862,2023-2024,5THSFC/2023-24/P/9,2024-03-28,48362.0
10670,10383.0,119862,2025-2026,XVFC/2025-26/P/5,2025-07-24,18000.0
10670,10391.0,119862,2025-2026,XVFC/2025-26/P/12,2025-07-28,2000.0
10671,10381.0,119862,2025-2026,XVFC/2025-26/P/3,2025-07-24,70238.0
10671,10389.0,119862,2025-2026,XVFC/2025-26/P/10,2025-07-28,7805.0
10672,10382.0,119862,2025-2026,XVFC/2025-26/P/4,2025-07-24,9000.0
10672,10390.0,119862,2025-2026,XVFC/2025-26/P/11,2025-07-28,1000.0
10673,,119862,2026-2027,XVFC/2026-27/P/39,2026-07-14,90000.0
10673,,119862,2026-2027,XVFC/2026-27/P/45,2026-07-15,997.0
10673,,119862,2026-2027,XVFC/2026-27/P/45,2026-07-15,9003.0
10674,10401.0,119862,2025-2026,XVFC/2025-26/P/21,2025-09-11,9497.0
10674,10402.0,119862,2025-2026,XVFC/2025-26/P/22,2025-09-11,100000.0
10674,10403.0,119862,2025-2026,XVFC/2025-26/P/23,2025-09-11,46685.0
10674,10404.0,119862,2025-2026,XVFC/2025-26/P/24,2025-09-11,32952.0
10674,10405.0,119862,2025-2026,XVFC/2025-26/P/25,2025-09-11,49734.0
10674,10406.0,119862,2025-2026,XVFC/2025-26/P/26,2025-09-11,14338.0
10674,10407.0,119862,2025-2026,XVFC/2025-26/P/27,2025-09-11,19571.0
10674,10408.0,119862,2025-2026,XVFC/2025-26/P/28,2025-09-11,28550.0
10674,10437.0,119862,2025-2026,XVFC/2025-26/P/52,2025-11-17,16461.0
10674,10438.0,119862,2025-2026,XVFC/2025-26/P/53,2025-11-17,10521.0
10674,10449.0,119862,2025-2026,XVFC/2025-26/P/64,2025-11-17,157.0
10674,10450.0,119862,2025-2026,XVFC/2025-26/P/65,2025-11-17,53.0
10674,10451.0,119862,2025-2026,XVFC/2025-26/P/66,2025-11-17,50.0
10675,10400.0,119862,2025-2026,XVFC/2025-26/P/20,2025-09-10,2000.0
10675,10400.0,119862,2025-2026,XVFC/2025-26/P/20,2025-09-10,178000.0
10675,10409.0,119862,2025-2026,XVFC/2025-26/P/29,2025-09-12,20000.0
10676,10567.0,119862,2024-2025,5THSFC/2024-25/P/11,2025-02-17,100000.0
10677,10570.0,119862,2024-2025,5THSFC/2024-25/P/14,2025-02-17,59240.0
10678,10565.0,119862,2024-2025,5THSFC/2024-25/P/8,2025-02-03,1000.0
10678,10565.0,119862,2024-2025,5THSFC/2024-25/P/8,2025-02-03,99000.0
10679,10566.0,119862,2024-2025,5THSFC/2024-25/P/9,2025-02-03,500.0
10679,10566.0,119862,2024-2025,5THSFC/2024-25/P/9,2025-02-03,2777.0
10679,10566.0,119862,2024-2025,5THSFC/2024-25/P/9,2025-02-03,46528.0
10680,10377.0,119862,2025-2026,5THSFC/2025-26/P/1,2025-05-15,895.0
10680,10377.0,119862,2025-2026,5THSFC/2025-26/P/1,2025-05-15,1635.0
10680,10377.0,119862,2025-2026,5THSFC/2025-26/P/1,2025-05-15,97430.0
10683,10554.0,119862,2024-2025,XVFC/2024-25/P/13,2024-10-25,27744.0
10683,10554.0,119862,2024-2025,XVFC/2024-25/P/13,2024-10-25,68348.0
10683,10554.0,119862,2024-2025,XVFC/2024-25/P/13,2024-10-25,169123.0
10683,10563.0,119862,2024-2025,XVFC/2024-25/P/19,2024-12-30,9064.0
10683,10571.0,119862,2024-2025,XVFC/2024-25/P/20,2025-02-17,147146.0
10793,10546.0,119862,2024-2025,XVFC/2024-25/P/6,2024-09-27,18950.0
10793,10547.0,119862,2024-2025,XVFC/2024-25/P/7,2024-09-30,6300.0
10793,10562.0,119862,2024-2025,XVFC/2024-25/P/18,2024-12-30,9750.0
10793,10580.0,119862,2024-2025,XVFC/2024-25/P/27,2025-03-26,6500.0
10794,10553.0,119862,2024-2025,XVFC/2024-25/P/12,2024-10-18,30000.0
10796,10387.0,119862,2025-2026,XVFC/2025-26/P/9,2025-07-24,27000.0
10796,10395.0,119862,2025-2026,XVFC/2025-26/P/16,2025-07-28,3000.0
10797,10385.0,119862,2025-2026,XVFC/2025-26/P/7,2025-07-24,108000.0
10797,10393.0,119862,2025-2026,XVFC/2025-26/P/14,2025-07-28,12000.0
10798,10386.0,119862,2025-2026,XVFC/2025-26/P/8,2025-07-24,740.0
10798,10386.0,119862,2025-2026,XVFC/2025-26/P/8,2025-07-24,2479.0
10798,10386.0,119862,2025-2026,XVFC/2025-26/P/8,2025-07-24,77551.0
10798,10394.0,119862,2025-2026,XVFC/2025-26/P/15,2025-07-28,9000.0
10800,10559.0,119862,2024-2025,XVFC/2024-25/P/15,2024-12-13,1363.0
10800,10559.0,119862,2024-2025,XVFC/2024-25/P/15,2024-12-13,2340.0
10800,10559.0,119862,2024-2025,XVFC/2024-25/P/15,2024-12-13,146147.0
10802,10579.0,119862,2024-2025,XVFC/2024-25/P/26,2025-03-14,1922.0
10802,10579.0,119862,2024-2025,XVFC/2024-25/P/26,2025-03-14,6868.0
10802,10579.0,119862,2024-2025,XVFC/2024-25/P/26,2025-03-14,190770.0
10806,10556.0,119862,2024-2025,5THSFC/2024-25/P/5,2024-11-22,495.0
10806,10556.0,119862,2024-2025,5THSFC/2024-25/P/5,2024-11-22,49505.0
10932,10388.0,119862,2025-2026,5THSFC/2025-26/P/3,2025-07-28,710.0
10932,10388.0,119862,2025-2026,5THSFC/2025-26/P/3,2025-07-28,449290.0
10932,10397.0,119862,2025-2026,5THSFC/2025-26/P/4,2025-07-30,50000.0
10933,10384.0,119862,2025-2026,XVFC/2025-26/P/6,2025-07-24,469.0
10933,10384.0,119862,2025-2026,XVFC/2025-26/P/6,2025-07-24,2068.0
10933,10384.0,119862,2025-2026,XVFC/2025-26/P/6,2025-07-24,42303.0
10933,10392.0,119862,2025-2026,XVFC/2025-26/P/13,2025-07-28,5900.0
10934,10456.0,119862,2025-2026,XVFC/2025-26/P/71,2025-11-22,85.0
10934,10456.0,119862,2025-2026,XVFC/2025-26/P/71,2025-11-22,894.0
10934,10456.0,119862,2025-2026,XVFC/2025-26/P/71,2025-11-22,988.0
10934,10456.0,119862,2025-2026,XVFC/2025-26/P/71,2025-11-22,88033.0
10934,10458.0,119862,2025-2026,XVFC/2025-26/P/73,2025-11-24,10000.0
10935,10568.0,119862,2024-2025,5THSFC/2024-25/P/12,2025-02-17,35000.0
10936,10410.0,119862,2025-2026,5THSFC/2025-26/P/5,2025-09-15,305.0
10936,10410.0,119862,2025-2026,5THSFC/2025-26/P/5,2025-09-15,932.0
10936,10410.0,119862,2025-2026,5THSFC/2025-26/P/5,2025-09-15,4238.0
10936,10410.0,119862,2025-2026,5THSFC/2025-26/P/5,2025-09-15,84525.0
10936,10412.0,119862,2025-2026,5THSFC/2025-26/P/7,2025-09-17,10000.0
10937,10413.0,119862,2025-2026,XVFC/2025-26/P/30,2025-09-18,400.0
10937,10413.0,119862,2025-2026,XVFC/2025-26/P/30,2025-09-18,1000.0
10937,10413.0,119862,2025-2026,XVFC/2025-26/P/30,2025-09-18,4821.0
10937,10413.0,119862,2025-2026,XVFC/2025-26/P/30,2025-09-18,83779.0
10937,10414.0,119862,2025-2026,XVFC/2025-26/P/31,2025-09-21,10000.0
10938,10564.0,119862,2024-2025,5THSFC/2024-25/P/10,2025-02-03,958.0
10938,10564.0,119862,2024-2025,5THSFC/2024-25/P/10,2025-02-03,4886.0
10938,10564.0,119862,2024-2025,5THSFC/2024-25/P/10,2025-02-03,93866.0
10939,10577.0,119862,2024-2025,XVFC/2024-25/P/24,2025-03-14,911.0
10939,10577.0,119862,2024-2025,XVFC/2024-25/P/24,2025-03-14,1368.0
10939,10577.0,119862,2024-2025,XVFC/2024-25/P/24,2025-03-14,97681.0
10940,10578.0,119862,2024-2025,XVFC/2024-25/P/25,2025-03-14,919.0
10940,10578.0,119862,2024-2025,XVFC/2024-25/P/25,2025-03-14,1731.0
10940,10578.0,119862,2024-2025,XVFC/2024-25/P/25,2025-03-14,97245.0
10941,10572.0,119862,2024-2025,XVFC/2024-25/P/21,2025-02-24,1248.0
10941,10572.0,119862,2024-2025,XVFC/2024-25/P/21,2025-02-24,1271.0
10941,10572.0,119862,2024-2025,XVFC/2024-25/P/21,2025-02-24,47431.0
10942,10574.0,119862,2024-2025,XVFC/2024-25/P/23,2025-02-24,1248.0
10942,10574.0,119862,2024-2025,XVFC/2024-25/P/23,2025-02-24,3637.0
10942,10574.0,119862,2024-2025,XVFC/2024-25/P/23,2025-02-24,94790.0
10943,10379.0,119862,2025-2026,XVFC/2025-26/P/1,2025-05-15,485.0
10943,10379.0,119862,2025-2026,XVFC/2025-26/P/1,2025-05-15,48517.0
10943,10396.0,119862,2025-2026,XVFC/2025-26/P/17,2025-07-29,1369.0
10943,10396.0,119862,2025-2026,XVFC/2025-26/P/17,2025-07-29,135304.0
10944,10378.0,119862,2025-2026,5THSFC/2025-26/P/2,2025-05-15,929.0
10944,10378.0,119862,2025-2026,5THSFC/2025-26/P/2,2025-05-15,4624.0
10944,10378.0,119862,2025-2026,5THSFC/2025-26/P/2,2025-05-15,94172.0
10945,,119862,2026-2027,5THSFC/2026-27/P/6,2026-06-18,38642.0
10946,10530.0,119862,2025-2026,XVFC/2025-26/P/129,2026-03-24,6009.0
10946,10530.0,119862,2025-2026,XVFC/2025-26/P/129,2026-03-24,9750.0
10947,10481.0,119862,2025-2026,XVFC/2025-26/P/93,2026-01-26,13000.0
10996,,119862,2026-2027,XVFC/2026-27/P/43,2026-07-14,62809.0
10996,,119862,2026-2027,XVFC/2026-27/P/49,2026-07-15,245.0
10996,,119862,2026-2027,XVFC/2026-27/P/49,2026-07-15,680.0
10996,,119862,2026-2027,XVFC/2026-27/P/49,2026-07-15,2661.0
10996,,119862,2026-2027,XVFC/2026-27/P/49,2026-07-15,3393.0
10997,,119862,2026-2027,XVFC/2026-27/P/41,2026-07-14,16216.0
10997,,119862,2026-2027,XVFC/2026-27/P/47,2026-07-15,70.0
10997,,119862,2026-2027,XVFC/2026-27/P/47,2026-07-15,80.0
10997,,119862,2026-2027,XVFC/2026-27/P/47,2026-07-15,176.0
10997,,119862,2026-2027,XVFC/2026-27/P/47,2026-07-15,735.0
10997,,119862,2026-2027,XVFC/2026-27/P/47,2026-07-15,741.0
10998,,119862,2026-2027,XVFC/2026-27/P/40,2026-07-14,15951.0
10998,,119862,2026-2027,XVFC/2026-27/P/46,2026-07-15,70.0
10998,,119862,2026-2027,XVFC/2026-27/P/46,2026-07-15,176.0
10998,,119862,2026-2027,XVFC/2026-27/P/46,2026-07-15,741.0
10998,,119862,2026-2027,XVFC/2026-27/P/46,2026-07-15,786.0
10999,,119862,2026-2027,XVFC/2026-27/P/42,2026-07-14,100787.0
10999,,119862,2026-2027,XVFC/2026-27/P/48,2026-07-15,385.0
10999,,119862,2026-2027,XVFC/2026-27/P/48,2026-07-15,1061.0
10999,,119862,2026-2027,XVFC/2026-27/P/48,2026-07-15,4262.0
10999,,119862,2026-2027,XVFC/2026-27/P/48,2026-07-15,5491.0
11000,,119862,2026-2027,XVFC/2026-27/P/29,2026-05-30,46935.0
11000,,119862,2026-2027,XVFC/2026-27/P/34,2026-06-03,50.0
11000,,119862,2026-2027,XVFC/2026-27/P/34,2026-06-03,475.0
11000,,119862,2026-2027,XVFC/2026-27/P/34,2026-06-03,724.0
11000,,119862,2026-2027,XVFC/2026-27/P/34,2026-06-03,3967.0
11017,10511.0,119862,2025-2026,5THSFC/2025-26/P/14,2026-02-27,39208.0
11017,10522.0,119862,2025-2026,5THSFC/2025-26/P/27,2026-03-10,11006.0
11017,,119862,2026-2027,5THSFC/2026-27/P/3,2026-06-18,3889.0
11017,,119862,2026-2027,5THSFC/2026-27/P/4,2026-06-18,307.0
11017,,119862,2026-2027,5THSFC/2026-27/P/5,2026-06-18,369.0
11018,,119862,2026-2027,XVFC/2026-27/P/32,2026-05-30,135000.0
11018,,119862,2026-2027,XVFC/2026-27/P/33,2026-06-03,115.0
11018,,119862,2026-2027,XVFC/2026-27/P/33,2026-06-03,1355.0
11018,,119862,2026-2027,XVFC/2026-27/P/33,2026-06-03,1705.0
11018,,119862,2026-2027,XVFC/2026-27/P/33,2026-06-03,11825.0
11037,10498.0,119862,2025-2026,XVFC/2025-26/P/110,2026-02-12,42380.0
11037,10499.0,119862,2025-2026,XVFC/2025-26/P/111,2026-02-12,5738.0
11037,10500.0,119862,2025-2026,XVFC/2025-26/P/112,2026-02-12,3729.0
11037,,119862,2026-2027,XVFC/2026-27/P/38,2026-06-17,5677.0
11039,10434.0,119862,2025-2026,XVFC/2025-26/P/49,2025-11-10,4546.0
11039,10434.0,119862,2025-2026,XVFC/2025-26/P/49,2025-11-10,19897.0
11039,10434.0,119862,2025-2026,XVFC/2025-26/P/49,2025-11-10,22750.0
11039,10453.0,119862,2025-2026,XVFC/2025-26/P/68,2025-11-17,5244.0
11040,10482.0,119862,2025-2026,XVFC/2025-26/P/94,2026-01-26,838.0
11040,10482.0,119862,2025-2026,XVFC/2025-26/P/94,2026-01-26,6500.0
11040,10482.0,119862,2025-2026,XVFC/2025-26/P/94,2026-01-26,13000.0
11040,10531.0,119862,2025-2026,XVFC/2025-26/P/130,2026-03-24,3273.0
11041,10439.0,119862,2025-2026,XVFC/2025-26/P/54,2025-11-17,8869.0
11041,10440.0,119862,2025-2026,XVFC/2025-26/P/55,2025-11-17,14767.0
11041,10441.0,119862,2025-2026,XVFC/2025-26/P/56,2025-11-17,468.0
11041,10442.0,119862,2025-2026,XVFC/2025-26/P/57,2025-11-17,300.0
11041,10443.0,119862,2025-2026,XVFC/2025-26/P/58,2025-11-17,300.0
11041,10444.0,119862,2025-2026,XVFC/2025-26/P/59,2025-11-17,13388.0
11041,10445.0,119862,2025-2026,XVFC/2025-26/P/60,2025-11-17,2436.0
11041,10446.0,119862,2025-2026,XVFC/2025-26/P/61,2025-11-17,5847.0
11041,10447.0,119862,2025-2026,XVFC/2025-26/P/62,2025-11-17,39825.0
11041,10448.0,119862,2025-2026,XVFC/2025-26/P/63,2025-11-17,5958.0
11041,10459.0,119862,2025-2026,XVFC/2025-26/P/74,2025-12-15,37388.0
11041,10460.0,119862,2025-2026,XVFC/2025-26/P/75,2025-12-15,6848.0
11041,10461.0,119862,2025-2026,XVFC/2025-26/P/76,2025-12-15,3181.0
11041,10462.0,119862,2025-2026,XVFC/2025-26/P/77,2025-12-15,5882.0
11041,10463.0,119862,2025-2026,XVFC/2025-26/P/78,2025-12-15,5474.0
11041,10464.0,119862,2025-2026,XVFC/2025-26/P/79,2025-12-15,300.0
11041,10465.0,119862,2025-2026,XVFC/2025-26/P/80,2025-12-15,300.0
11041,10466.0,119862,2025-2026,XVFC/2025-26/P/81,2025-12-15,16624.0
11041,10467.0,119862,2025-2026,XVFC/2025-26/P/82,2025-12-15,400.0
11041,10468.0,119862,2025-2026,XVFC/2025-26/P/83,2025-12-15,13849.0
11041,10493.0,119862,2025-2026,XVFC/2025-26/P/95,2026-01-30,15237.0
11041,10494.0,119862,2025-2026,XVFC/2025-26/P/96,2026-01-30,17925.0
11041,10495.0,119862,2025-2026,XVFC/2025-26/P/97,2026-01-30,3372.0
11041,10496.0,119862,2025-2026,XVFC/2025-26/P/98,2026-01-30,1603.0
11041,10497.0,119862,2025-2026,XVFC/2025-26/P/99,2026-01-30,300.0
11041,10483.0,119862,2025-2026,XVFC/2025-26/P/100,2026-01-30,300.0
11041,10484.0,119862,2025-2026,XVFC/2025-26/P/101,2026-01-30,600.0
11041,10485.0,119862,2025-2026,XVFC/2025-26/P/102,2026-01-30,3319.0
11041,10486.0,119862,2025-2026,XVFC/2025-26/P/103,2026-01-30,1026.0
11041,10487.0,119862,2025-2026,XVFC/2025-26/P/104,2026-01-30,1950.0
11041,10488.0,119862,2025-2026,XVFC/2025-26/P/105,2026-01-30,10423.0
11041,10489.0,119862,2025-2026,XVFC/2025-26/P/106,2026-01-30,100.0
11041,10490.0,119862,2025-2026,XVFC/2025-26/P/107,2026-01-30,100.0
11041,10491.0,119862,2025-2026,XVFC/2025-26/P/108,2026-01-30,6029.0
11041,10492.0,119862,2025-2026,XVFC/2025-26/P/109,2026-01-30,2519.0
11041,10501.0,119862,2025-2026,XVFC/2025-26/P/113,2026-02-12,17461.0
11041,10502.0,119862,2025-2026,XVFC/2025-26/P/114,2026-02-12,18592.0
11041,10503.0,119862,2025-2026,XVFC/2025-26/P/115,2026-02-12,1459.0
11041,10504.0,119862,2025-2026,XVFC/2025-26/P/116,2026-02-12,600.0
11041,10505.0,119862,2025-2026,XVFC/2025-26/P/117,2026-02-12,600.0
11041,10506.0,119862,2025-2026,XVFC/2025-26/P/118,2026-02-12,169.0
11041,10507.0,119862,2025-2026,XVFC/2025-26/P/119,2026-02-12,1088.0
